Sampling Period,Sampling Location,Radionuclide,Result (pCi/m3),Counting Error (pCi/m3),Minimum Detectable Activity 95% (pCi/m3,Total Effective Dose Equivalent (millirem),NRC Effluent Air Conc. Limit (pCi/m3)
2015Q2,San Diego,Cesium-137,0.00000968,0.0000394,0.0000907,0,200
2015Q2,San Diego,Cerium-141,0.00099,0.000625,0.00143,0,800
2015Q2,San Diego,Cerium-144,-0.0000182,0.000203,0.000447,0,20
2015Q3,Eureka,Beryllium-7,0.0501,0.00404,0.00228,0.0000835,30000
2015Q3,Eureka,Potassium-40,0.00236,0.0011,0.00247,0,600
2015Q3,Eureka,Niobium-95,0.0000268,0.000161,0.000373,0,2000
2015Q3,Eureka,Zirconium-95,-0.000173,0.000159,0.000273,0,400
2015Q3,Eureka,Ruthenium-103,-0.0000112,0.00012,0.000273,0,900
2015Q3,Eureka,Ruthenium-106,0.0000345,0.000262,0.000603,0,20
2015Q3,Eureka,Cesium-137,0.00000823,0.0000262,0.0000606,0,200
2015Q3,Eureka,Cerium-141,0.000264,0.000341,0.00079,0,800
2015Q3,Eureka,Cerium-144,0.0000632,0.000157,0.000349,0,20
2015Q3,"Richmond, CA",Beryllium-7,0.0704,0.00554,0.00281,0.000117333,30000
2015Q3,"Richmond, CA",Potassium-40,0.0017,0.00119,0.00272,0,600
2015Q3,"Richmond, CA",Niobium-95,0.0000737,0.000188,0.000439,0,2000
2015Q3,"Richmond, CA",Zirconium-95,-0.0000945,0.000161,0.000283,0,400
2015Q3,"Richmond, CA",Ruthenium-103,0.0000618,0.000137,0.000317,0,900
2015Q3,"Richmond, CA",Ruthenium-106,-0.0000955,0.000281,0.00063,0,20
2015Q3,"Richmond, CA",Cesium-137,0.0000238,0.0000271,0.000065,0,200
2015Q3,"Richmond, CA",Cerium-141,0.000572,0.000381,0.000869,0,800
2015Q3,"Richmond, CA",Cerium-144,0.000194,0.000177,0.000399,0,20
2015Q3,Livermore,Beryllium-7,0.12,0.00711,0.00269,0.0002,30000
2015Q3,Livermore,Potassium-40,0.00115,0.00103,0.00237,0,600
2015Q3,Livermore,Niobium-95,-0.0000108,0.000172,0.000395,0,2000
2015Q3,Livermore,Zirconium-95,-0.0000149,0.000154,0.000277,0,400
2015Q3,Livermore,Ruthenium-103,0.0000768,0.00013,0.000305,0,900
2015Q3,Livermore,Ruthenium-106,-0.000266,0.000272,0.000584,0,20
2015Q3,Livermore,Cesium-137,-0.0000114,0.0000256,0.000057,0,200
2015Q3,Livermore,Cerium-141,-0.0000292,0.000264,0.00058,0,800
2015Q3,Livermore,Cerium-144,-0.0000539,0.000173,0.000376,0,20
2015Q3,San Luis Obispo,Beryllium-7,0.0949,0.00709,0.00278,0.000158167,30000
2015Q3,San Luis Obispo,Potassium-40,0.00138,0.00118,0.00271,0,600
2015Q3,San Luis Obispo,Niobium-95,-0.0000277,0.000176,0.000401,0,2000
2015Q3,San Luis Obispo,Zirconium-95,-0.000133,0.000161,0.000259,0,400
2015Q3,San Luis Obispo,Ruthenium-103,-0.0000376,0.000134,0.000302,0,900
2015Q3,San Luis Obispo,Ruthenium-106,-0.000104,0.00027,0.000605,0,20
2015Q3,San Luis Obispo,Cesium-137,0.00000242,0.0000269,0.0000604,0,200
2015Q3,San Luis Obispo,Cerium-141,-0.0000643,0.000482,0.00113,0,800
2015Q3,San Luis Obispo,Cerium-144,-0.0000704,0.000152,0.000332,0,20
2015Q3,Diablo Canyon,Beryllium-7,0.0723,0.00454,0.00255,0.0001205,30000
2015Q3,Diablo Canyon,Potassium-40,0.00252,0.00103,0.00229,0.00021,600
2015Q3,Diablo Canyon,Niobium-95,0.000175,0.000161,0.000395,0,2000
2015Q3,Diablo Canyon,Zirconium-95,-0.000048,0.000151,0.000267,0,400
2015Q3,Diablo Canyon,Ruthenium-103,-0.000108,0.000124,0.000269,0,900
2015Q3,Diablo Canyon,Ruthenium-106,-0.000175,0.000261,0.000571,0,20
2015Q3,Diablo Canyon,Cesium-137,0.00000134,0.0000244,0.0000558,0,200
2015Q3,Diablo Canyon,Cerium-141,-0.000253,0.000247,0.000523,0,800
2015Q3,Diablo Canyon,Cerium-144,-0.0000564,0.00017,0.00037,0,20
2015Q3,San Onofre,Beryllium-7,0.078,0.00632,0.00345,0.00013,30000
2015Q3,San Onofre,Potassium-40,0.00649,0.00163,0.00342,0.000540833,600
2015Q3,San Onofre,Niobium-95,0.000172,0.00025,0.000589,0,2000
2015Q3,San Onofre,Zirconium-95,-0.000146,0.000224,0.000402,0,400
2015Q3,San Onofre,Ruthenium-103,-0.0000287,0.000179,0.000407,0,900
2015Q3,San Onofre,Ruthenium-106,-0.000151,0.000359,0.000799,0,20
2015Q3,San Onofre,Cesium-137,-0.0000124,0.0000349,0.0000785,0,200
2015Q3,San Onofre,Cerium-141,0.000632,0.000379,0.00086,0,800
2015Q3,San Onofre,Cerium-144,-0.000234,0.000198,0.000413,0,20
2015Q3,San Diego,Beryllium-7,0.0944,0.00578,0.00278,0.000157333,30000
2015Q3,San Diego,Potassium-40,0.000845,0.00108,0.0025,0,600
2015Q3,San Diego,Niobium-95,0.0000314,0.000191,0.000438,0,2000
2015Q3,San Diego,Zirconium-95,-0.000103,0.000159,0.000286,0,400
2015Q3,San Diego,Ruthenium-103,-0.0000709,0.000128,0.000279,0,900
2015Q3,San Diego,Ruthenium-106,-0.0000083,0.000272,0.000623,0,20
2015Q3,San Diego,Cesium-137,0.00000642,0.0000261,0.0000608,0,200
2015Q3,San Diego,Cerium-141,0.0000296,0.000443,0.00104,0,800
2015Q3,San Diego,Cerium-144,-0.000016,0.000173,0.000382,0,20
2015Q4,Eureka,Beryllium-7,0.0639,0.00498,0.00231,0.0001065,30000
2015Q4,Eureka,Potassium-40,0.00219,0.00122,0.00276,0,600
2015Q4,Eureka,Niobium-95,-0.0000232,0.0000863,0.000246,0,2000
2015Q4,Eureka,Zirconium-95,-0.0000104,0.000141,0.000321,0,400
2015Q4,Eureka,Ruthenium-103,-0.0000803,0.00011,0.00024,0,900
2015Q4,Eureka,Ruthenium-106,0.0000402,0.000267,0.000614,0,20
2015Q4,Eureka,Cesium-137,0.0000147,0.0000283,0.000066,0,200
2015Q4,Eureka,Cerium-141,0.000292,0.000312,0.00072,0,800
2015Q4,Eureka,Cerium-144,-0.00000289,0.000166,0.000367,0,20
2015Q4,"Richmond, CA",Beryllium-7,0.0943,0.00687,0.00188,0.000157167,30000
2015Q4,"Richmond, CA",Potassium-40,-0.000111,0.00103,0.00243,0,600
2015Q4,"Richmond, CA",Niobium-95,-0.0000805,0.000112,0.000194,0,2000
2015Q4,"Richmond, CA",Zirconium-95,0.0000316,0.000107,0.00025,0,400
2015Q4,"Richmond, CA",Ruthenium-103,-0.00000621,0.0000929,0.000209,0,900
2015Q4,"Richmond, CA",Ruthenium-106,0.0000977,0.000233,0.000543,0,20
2015Q4,"Richmond, CA",Cesium-137,0.0000277,0.0000242,0.0000589,0,200
2015Q4,"Richmond, CA",Cerium-141,-0.0000259,0.000154,0.000334,0,800
2015Q4,"Richmond, CA",Cerium-144,-0.0000974,0.000138,0.000296,0,20
2015Q4,Livermore,Beryllium-7,0.101,0.0074,0.00168,0.000168333,30000
2015Q4,Livermore,Potassium-40,0.00133,0.000772,0.00174,0,600
2015Q4,Livermore,Niobium-95,-0.000078,0.0000881,0.000168,0,2000
2015Q4,Livermore,Zirconium-95,0.0000928,0.0000938,0.000227,0,400
2015Q4,Livermore,Ruthenium-103,0.0000505,0.0000642,0.000152,0,900
2015Q4,Livermore,Ruthenium-106,-0.0000229,0.000185,0.000425,0,20
2015Q4,Livermore,Cesium-137,0.000000592,0.0000209,0.0000476,0,200
2015Q4,Livermore,Cerium-141,0.000102,0.000136,0.000311,0,800
2015Q4,Livermore,Cerium-144,0.0000866,0.000116,0.000265,0,20
2015Q4,San Luis Obispo,Beryllium-7,0.094,0.0071,0.00236,0.000156667,30000
2015Q4,San Luis Obispo,Potassium-40,0.00066,0.00126,0.00293,0,600
2015Q4,San Luis Obispo,Niobium-95,-0.00000749,0.000132,0.000246,0,2000
2015Q4,San Luis Obispo,Zirconium-95,-0.0000145,0.000136,0.00031,0,400
2015Q4,San Luis Obispo,Ruthenium-103,-0.0000338,0.0001,0.000225,0,900
2015Q4,San Luis Obispo,Ruthenium-106,0.00017,0.000278,0.000654,0,20
2015Q4,San Luis Obispo,Cesium-137,0.0000115,0.0000286,0.0000667,0,200
2015Q4,San Luis Obispo,Cerium-141,-0.000174,0.000197,0.000418,0,800
2015Q4,San Luis Obispo,Cerium-144,-0.000108,0.000176,0.00038,0,20
2015Q4,Diablo Canyon,Beryllium-7,0.105,0.00615,0.00213,0.000175,30000
2015Q4,Diablo Canyon,Potassium-40,0.000886,0.000984,0.00227,0,600
2015Q4,Diablo Canyon,Niobium-95,-0.000106,0.000119,0.000211,0,2000
2015Q4,Diablo Canyon,Zirconium-95,0.000109,0.000119,0.000284,0,400
2015Q4,Diablo Canyon,Ruthenium-103,0.0000328,0.0000907,0.00021,0,900
2015Q4,Diablo Canyon,Ruthenium-106,-0.00002,0.000232,0.000523,0,20
2015Q4,Diablo Canyon,Cesium-137,-0.00000432,0.0000238,0.0000537,0,200
2015Q4,Diablo Canyon,Cerium-141,0.000384,0.000264,0.000604,0,800
2015Q4,Diablo Canyon,Cerium-144,0.0000746,0.000158,0.000341,0,20
2015Q4,San Onofre,Beryllium-7,0.138,0.008,0.00229,0.00023,30000
2015Q4,San Onofre,Potassium-40,-0.00103,0.00114,0.00273,0,600
2015Q4,San Onofre,Niobium-95,-0.000108,0.000149,0.000247,0,2000
2015Q4,San Onofre,Zirconium-95,0.0000142,0.000134,0.000306,0,400
2015Q4,San Onofre,Ruthenium-103,-0.0000842,0.000102,0.000221,0,900
2015Q4,San Onofre,Ruthenium-106,0.0000932,0.000283,0.000646,0,20
2015Q4,San Onofre,Cesium-137,0.0000302,0.0000273,0.0000665,0,200
2015Q4,San Onofre,Cerium-141,0.00000517,0.000209,0.000457,0,800
2015Q4,San Onofre,Cerium-144,-0.000151,0.00019,0.000401,0,20
2015Q4,San Diego,Beryllium-7,0.129,0.00984,0.00303,0.000215,30000
2015Q4,San Diego,Potassium-40,-0.000361,0.00173,0.00409,0,600
2015Q4,San Diego,Niobium-95,-0.000102,0.000187,0.000354,0,2000
2015Q4,San Diego,Zirconium-95,0.0000299,0.000171,0.000399,0,400
2015Q4,San Diego,Ruthenium-103,0.0000912,0.000128,0.000299,0,900
2015Q4,San Diego,Ruthenium-106,0.0000752,0.000364,0.000845,0,20
2015Q4,San Diego,Cesium-137,0.0000106,0.0000383,0.0000892,0,200
2015Q4,San Diego,Cerium-141,-0.0000384,0.000222,0.000483,0,800
2015Q4,San Diego,Cerium-144,-0.00000365,0.000198,0.000434,0,20
2016Q1,Eureka,Beryllium-7,0.0602,0.00469,0.00218,0.000100333,30000
2016Q1,Eureka,Potassium-40,0.00185,0.0011,0.0025,0,600
2016Q1,Eureka,Niobium-95,-0.0000209,0.000132,0.000299,0,2000
2016Q1,Eureka,Zirconium-95,-0.0000239,0.0000683,0.000237,0,400
2016Q1,Eureka,Ruthenium-103,-0.00000546,0.0000972,0.000221,0,900
2016Q1,Eureka,Ruthenium-106,-0.000195,0.000254,0.000555,0,20
2016Q1,Eureka,Cesium-137,0.0000031,0.0000234,0.0000535,0,200
2016Q1,Eureka,Cerium-141,-0.000196,0.000193,0.000409,0,800
2016Q1,Eureka,Cerium-144,-0.000000474,0.000155,0.000341,0,20
2016Q1,"Richmond, CA",Beryllium-7,0.0721,0.00653,0.00317,0.000120167,30000
2016Q1,"Richmond, CA",Potassium-40,0.000093,0.00122,0.00287,0,600
2016Q1,"Richmond, CA",Niobium-95,0.000019,0.0002,0.000464,0,2000
2016Q1,"Richmond, CA",Zirconium-95,-0.0000281,0.000189,0.000338,0,400
2016Q1,"Richmond, CA",Ruthenium-103,-0.0000999,0.000154,0.000335,0,900
2016Q1,"Richmond, CA",Ruthenium-106,-0.00000135,0.000346,0.000798,0,20
2016Q1,"Richmond, CA",Cesium-137,0.0000427,0.000038,0.0000931,0,200
2016Q1,"Richmond, CA",Cerium-141,-0.000217,0.000694,0.00163,0,800
2016Q1,"Richmond, CA",Cerium-144,-0.0000422,0.000236,0.000518,0,20
2016Q1,Livermore,Beryllium-7,0.0778,0.00693,0.00285,0.000129667,30000
2016Q1,Livermore,Potassium-40,0.000705,0.00116,0.00268,0,600
2016Q1,Livermore,Niobium-95,0.0000479,0.00016,0.000377,0,2000
2016Q1,Livermore,Zirconium-95,-0.0000886,0.00018,0.0003,0,400
2016Q1,Livermore,Ruthenium-103,0.0000558,0.000126,0.000294,0,900
2016Q1,Livermore,Ruthenium-106,0.000236,0.000344,0.000819,0,20
2016Q1,Livermore,Cesium-137,0.0000152,0.0000368,0.0000852,0,200
2016Q1,Livermore,Cerium-141,0.000341,0.000565,0.00131,0,800
2016Q1,Livermore,Cerium-144,-0.000177,0.000225,0.000479,0,20
2016Q1,San Luis Obispo,Beryllium-7,0.0882,0.00801,0.00397,0.000147,30000
2016Q1,San Luis Obispo,Potassium-40,0.000276,0.00148,0.00349,0,600
2016Q1,San Luis Obispo,Niobium-95,0.000197,0.000252,0.000608,0,2000
2016Q1,San Luis Obispo,Zirconium-95,-0.00023,0.000229,0.000404,0,400
2016Q1,San Luis Obispo,Ruthenium-103,0.000237,0.000181,0.000434,0,900
2016Q1,San Luis Obispo,Ruthenium-106,-0.000285,0.000445,0.000978,0,20
2016Q1,San Luis Obispo,Cesium-137,0.0000552,0.000048,0.000118,0,200
2016Q1,San Luis Obispo,Cerium-141,-0.000187,0.000851,0.002,0,800
2016Q1,San Luis Obispo,Cerium-144,-0.000152,0.000295,0.000634,0,20
2016Q1,Diablo Canyon,Beryllium-7,0.0917,0.00557,0.00247,0.000152833,30000
2016Q1,Diablo Canyon,Potassium-40,-0.000809,0.00114,0.00273,0,600
2016Q1,Diablo Canyon,Niobium-95,-0.0000123,0.000151,0.000341,0,2000
2016Q1,Diablo Canyon,Zirconium-95,0.0000115,0.000158,0.00028,0,400
2016Q1,Diablo Canyon,Ruthenium-103,0.0000309,0.000118,0.00027,0,900
2016Q1,Diablo Canyon,Ruthenium-106,-0.000039,0.000287,0.000652,0,20
2016Q1,Diablo Canyon,Cesium-137,-0.0000069,0.0000279,0.000063,0,200
2016Q1,Diablo Canyon,Cerium-141,-0.000322,0.000238,0.000495,0,800
2016Q1,Diablo Canyon,Cerium-144,0.0000309,0.00019,0.00042,0,20
2016Q1,San Onofre,Beryllium-7,0.103,0.00779,0.00264,0.000171667,30000
2016Q1,San Onofre,Potassium-40,-0.000306,0.0013,0.00308,0,600
2016Q1,San Onofre,Niobium-95,-0.0000814,0.000156,0.000347,0,2000
2016Q1,San Onofre,Zirconium-95,0.0000269,0.000166,0.000291,0,400
2016Q1,San Onofre,Ruthenium-103,-0.000106,0.00012,0.00026,0,900
2016Q1,San Onofre,Ruthenium-106,0.0000222,0.000299,0.000687,0,20
2016Q1,San Onofre,Cesium-137,0.00000183,0.0000305,0.0000695,0,200
2016Q1,San Onofre,Cerium-141,0.000542,0.000351,0.000801,0,800
2016Q1,San Onofre,Cerium-144,0.0000738,0.000191,0.000424,0,20
2016Q1,San Diego,Beryllium-7,0.079,0.0161,0.0298,0.000131667,30000
2016Q1,San Diego,Potassium-40,-0.00154,0.00705,0.0168,0,600
2016Q1,San Diego,Niobium-95,-0.0000993,0.00232,0.00533,0,2000
2016Q1,San Diego,Zirconium-95,-0.00147,0.00167,0.00296,0,400
2016Q1,San Diego,Ruthenium-103,-0.000751,0.00162,0.00358,0,900
2016Q1,San Diego,Ruthenium-106,0.00118,0.0024,0.00564,0,20
2016Q1,San Diego,Cesium-137,0.000242,0.00025,0.000601,0,200
2016Q1,San Diego,Cerium-141,-0.00249,0.00783,0.0184,0,800
2016Q1,San Diego,Cerium-144,0.000264,0.00151,0.00331,0,20
2016Q2,Eureka,Beryllium-7,0.0492,0.0041,0.00293,0.000082,30000
2016Q2,Eureka,Potassium-40,0.000441,0.00114,0.00265,0,600
2016Q2,Eureka,Niobium-95,0.0000245,0.000194,0.00045,0,2000
2016Q2,Eureka,Zirconium-95,-0.0000357,0.000155,0.000318,0,400
2016Q2,Eureka,Ruthenium-103,0.0000112,0.000151,0.000344,0,900
2016Q2,Eureka,Ruthenium-106,-0.000195,0.00027,0.000589,0,20
2016Q2,Eureka,Cesium-137,0.00000355,0.0000253,0.0000583,0,200
2016Q2,Eureka,Cerium-141,-0.000272,0.000284,0.000602,0,800
2016Q2,Eureka,Cerium-144,-0.0000218,0.000168,0.000368,0,20
2016Q2,"Richmond, CA",Beryllium-7,0.0684,0.00535,0.00201,0.000114,30000
2016Q2,"Richmond, CA",Potassium-40,0.00115,0.000876,0.00199,0,600
2016Q2,"Richmond, CA",Niobium-95,-0.000133,0.000136,0.000285,0,2000
2016Q2,"Richmond, CA",Zirconium-95,0.0000295,0.00011,0.000218,0,400
2016Q2,"Richmond, CA",Ruthenium-103,-0.000359,0.000102,0.000227,0,900
2016Q2,"Richmond, CA",Ruthenium-106,0.0000602,0.000186,0.00044,0,20
2016Q2,"Richmond, CA",Cesium-137,0.0000294,0.0000185,0.0000471,0,200
2016Q2,"Richmond, CA",Cerium-141,0.0000797,0.000167,0.000377,0,800
2016Q2,"Richmond, CA",Cerium-144,-0.0000266,0.0000989,0.000215,0,20
2016Q2,Livermore,Beryllium-7,0.0949,0.00578,0.00256,0.000158167,30000
2016Q2,Livermore,Potassium-40,0.00121,0.00101,0.00232,0,600
2016Q2,Livermore,Niobium-95,-0.0000133,0.000195,0.000438,0,2000
2016Q2,Livermore,Zirconium-95,-0.000000523,0.000153,0.000298,0,400
2016Q2,Livermore,Ruthenium-103,0.0000663,0.000135,0.000315,0,900
2016Q2,Livermore,Ruthenium-106,-0.000111,0.000277,0.000619,0,20
2016Q2,Livermore,Cesium-137,-0.0000605,0.0000258,0.0000578,0,200
2016Q2,Livermore,Cerium-141,0.0000157,0.000276,0.000605,0,800
2016Q2,Livermore,Cerium-144,-0.0000321,0.000167,0.000365,0,20
2016Q2,San Luis Obispo,Beryllium-7,0.0806,0.00659,0.00393,0.000134333,30000
2016Q2,San Luis Obispo,Potassium-40,0.00379,0.00173,0.00387,0,600
2016Q2,San Luis Obispo,Niobium-95,-0.000221,0.000309,0.00067,0,2000
2016Q2,San Luis Obispo,Zirconium-95,-0.000169,0.000234,0.000436,0,400
2016Q2,San Luis Obispo,Ruthenium-103,-0.0000239,0.0002,0.000451,0,900
2016Q2,San Luis Obispo,Ruthenium-106,-0.000478,0.00039,0.000818,0,20
2016Q2,San Luis Obispo,Cesium-137,-0.00000273,0.0000372,0.0000852,0,200
2016Q2,San Luis Obispo,Cerium-141,0.0000111,0.000361,0.000788,0,800
2016Q2,San Luis Obispo,Cerium-144,-0.0000391,0.000199,0.000434,0,20
2016Q2,Diablo Canyon,Beryllium-7,0.06,0.00392,0.00264,0.0001,30000
2016Q2,Diablo Canyon,Potassium-40,0.00092,0.00102,0.00236,0,600
2016Q2,Diablo Canyon,Niobium-95,0.0000928,0.000179,0.000424,0,2000
2016Q2,Diablo Canyon,Zirconium-95,-0.0000876,0.000158,0.000279,0,400
2016Q2,Diablo Canyon,Ruthenium-103,-0.0000617,0.000136,0.000304,0,900
2016Q2,Diablo Canyon,Ruthenium-106,0.000254,0.000261,0.000622,0,20
2016Q2,Diablo Canyon,Cesium-137,0.0000173,0.0000245,0.0000585,0,200
2016Q2,Diablo Canyon,Cerium-141,-0.0000207,0.000274,0.000599,0,800
2016Q2,Diablo Canyon,Cerium-144,0.0000124,0.000163,0.000362,0,20
2016Q2,Long Beach,Beryllium-7,0.0771,0.00643,0.00485,0.0001285,30000
2016Q2,Long Beach,Potassium-40,0.00202,0.00228,0.00525,0,600
2016Q2,Long Beach,Niobium-95,0.000342,0.000309,0.000756,0,2000
2016Q2,Long Beach,Zirconium-95,-0.000187,0.000272,0.000512,0,400
2016Q2,Long Beach,Ruthenium-103,0.000137,0.00025,0.000584,0,900
2016Q2,Long Beach,Ruthenium-106,-0.000357,0.000509,0.00111,0,20
2016Q2,Long Beach,Cesium-137,-0.0000439,0.0000537,0.000116,0,200
2016Q2,Long Beach,Cerium-141,0.00107,0.00067,0.00153,0,800
2016Q2,Long Beach,Cerium-144,0.000126,0.000299,0.000668,0,20
2016Q2,San Onofre,Beryllium-7,0.0728,0.00622,0.00452,0.000121333,30000
2016Q2,San Onofre,Potassium-40,0.00212,0.00212,0.00487,0,600
2016Q2,San Onofre,Niobium-95,-0.000146,0.000349,0.000778,0,2000
2016Q2,San Onofre,Zirconium-95,-0.0000712,0.000289,0.000515,0,400
2016Q2,San Onofre,Ruthenium-103,-0.000113,0.000238,0.000528,0,900
2016Q2,San Onofre,Ruthenium-106,0.000039,0.000455,0.00104,0,20
2016Q2,San Onofre,Cesium-137,0.00000638,0.0000439,0.000102,0,200
2016Q2,San Onofre,Cerium-141,0.000966,0.00525,0.00119,0,800
2016Q2,San Onofre,Cerium-144,-0.0000287,0.000244,0.000536,0,20
2016Q2,San Diego,Beryllium-7,0.0853,0.00731,0.0058,0.000142167,30000
2016Q2,San Diego,Potassium-40,0.000725,0.00306,0.00716,0,600
2016Q2,San Diego,Niobium-95,-0.000222,0.000359,0.000791,0,2000
2016Q2,San Diego,Zirconium-95,-0.000525,0.000363,0.000633,0,400
2016Q2,San Diego,Ruthenium-103,-0.00015,0.000266,0.000586,0,900
2016Q2,San Diego,Ruthenium-106,-0.000109,0.000701,0.00159,0,20
2016Q2,San Diego,Cesium-137,-0.0000462,0.0000713,0.000157,0,200
2016Q2,San Diego,Cerium-141,0.000599,0.000611,0.00141,0,800
2016Q2,San Diego,Cerium-144,-0.000429,0.000439,0.000919,0,20
2016Q3,Eureka,Beryllium-7,0.0346,0.00284,0.00188,5.77E-05,30000
2016Q3,Eureka,Potassium-40,0.000502,0.000934,0.00217,0,600
2016Q3,Eureka,Niobium-95,-0.0000135,0.000137,0.000315,0,2000
2016Q3,Eureka,Zirconium-95,-0.0000342,0.000117,0.000204,0,400
2016Q3,Eureka,Ruthenium-103,0.0000169,0.000111,0.000254,0,900
2016Q3,Eureka,Ruthenium-106,0.000112,0.000225,0.000527,0,20
2016Q3,Eureka,Cesium-137,0.0000217,0.0000211,0.0000511,0,200
2016Q3,Eureka,Cerium-141,-0.00000819,0.000204,0.000444,0,800
2016Q3,Eureka,Cerium-144,-0.0000895,0.000123,0.000262,0,20
2016Q3,"Richmond, CA",Beryllium-7,0.0329,0.0033,0.00372,5.48E-05,30000
2016Q3,"Richmond, CA",Potassium-40,-0.00107,0.00176,0.0042,0,600
2016Q3,"Richmond, CA",Niobium-95,-0.000103,0.000263,0.000591,0,2000
2016Q3,"Richmond, CA",Zirconium-95,-0.00000633,0.000246,0.000414,0,400
2016Q3,"Richmond, CA",Ruthenium-103,0.0000481,0.00018,0.000417,0,900
2016Q3,"Richmond, CA",Ruthenium-106,0.000105,0.000404,0.000939,0,20
2016Q3,"Richmond, CA",Cesium-137,0.0000242,0.0000364,0.0000869,0,200
2016Q3,"Richmond, CA",Cerium-141,-0.000181,0.000315,0.000675,0,800
2016Q3,"Richmond, CA",Cerium-144,0.0000495,0.000206,0.000458,0,20
2016Q3,Livermore,Beryllium-7,0.11,0.0065,0.00223,0.000183333,30000
2016Q3,Livermore,Potassium-40,0.000577,0.000979,0.00227,0,600
2016Q3,Livermore,Niobium-95,0.0000307,0.000157,0.000362,0,2000
2016Q3,Livermore,Zirconium-95,0.0001,0.00013,0.000246,0,400
2016Q3,Livermore,Ruthenium-103,0.0000319,0.000115,0.000264,0,900
2016Q3,Livermore,Ruthenium-106,-0.000068,0.000247,0.000552,0,20
2016Q3,Livermore,Cesium-137,-0.0000147,0.0000243,0.0000539,0,200
2016Q3,Livermore,Cerium-141,0.000565,0.000382,0.000873,0,800
2016Q3,Livermore,Cerium-144,0.0000209,0.000157,0.000349,0,20
2016Q3,San Luis Obispo,Beryllium-7,0.09,0.00561,0.00302,0.00015,30000
2016Q3,San Luis Obispo,Potassium-40,-0.000948,0.00121,0.00288,0,600
2016Q3,San Luis Obispo,Niobium-95,-0.000143,0.000205,0.000446,0,2000
2016Q3,San Luis Obispo,Zirconium-95,-0.000165,0.000169,0.000326,0,400
2016Q3,San Luis Obispo,Ruthenium-103,0.0000252,0.000144,0.00033,0,900
2016Q3,San Luis Obispo,Ruthenium-106,0.0000464,0.000308,0.000711,0,20
2016Q3,San Luis Obispo,Cesium-137,-0.00000923,0.0000319,0.0000705,0,200
2016Q3,San Luis Obispo,Cerium-141,-0.00000577,0.000295,0.00065,0,800
2016Q3,San Luis Obispo,Cerium-144,0.0000139,0.00019,0.000424,0,20
2016Q3,Diablo Canyon,Beryllium-7,0.0848,0.00648,0.00184,0.000141333,30000
2016Q3,Diablo Canyon,Potassium-40,0.000192,0.000909,0.00214,0,600
2016Q3,Diablo Canyon,Niobium-95,-0.0000202,0.000115,0.000262,0,2000
2016Q3,Diablo Canyon,Zirconium-95,-0.0000383,0.000107,0.000207,0,400
2016Q3,Diablo Canyon,Ruthenium-103,-0.0000577,0.000088,0.000192,0,900
2016Q3,Diablo Canyon,Ruthenium-106,-0.00000162,0.000194,0.000447,0,20
2016Q3,Diablo Canyon,Cesium-137,0.000000259,0.0000194,0.000045,0,200
2016Q3,Diablo Canyon,Cerium-141,0.0000134,0.000148,0.000326,0,800
2016Q3,Diablo Canyon,Cerium-144,0.0000284,0.000098,0.000219,0,20
2016Q3,Long Beach,Beryllium-7,0.135,0.0103,0.00371,0.000225,30000
2016Q3,Long Beach,Potassium-40,0.00331,0.00163,0.00384,0,600
2016Q3,Long Beach,Niobium-95,-0.0000142,0.000257,0.000599,0,2000
2016Q3,Long Beach,Zirconium-95,-0.000124,0.000219,0.000387,0,400
2016Q3,Long Beach,Ruthenium-103,-0.0000435,0.000173,0.00039,0,900
2016Q3,Long Beach,Ruthenium-106,0.0000198,0.000381,0.000873,0,20
2016Q3,Long Beach,Cesium-137,-0.00000189,0.0000381,0.000085,0,200
2016Q3,Long Beach,Cerium-141,0.000735,0.000372,0.000808,0,800
2016Q3,Long Beach,Cerium-144,0.0000894,0.000236,0.000514,0,20
2016Q3,San Onofre,Beryllium-7,0.103,0.00789,0.00315,0.000171667,30000
2016Q3,San Onofre,Potassium-40,-0.000102,0.00133,0.00307,0,600
2016Q3,San Onofre,Niobium-95,0.000323,0.000216,0.00049,0,2000
2016Q3,San Onofre,Zirconium-95,-0.0000177,0.000203,0.000353,0,400
2016Q3,San Onofre,Ruthenium-103,-0.000028,0.00015,0.000331,0,900
2016Q3,San Onofre,Ruthenium-106,-0.00000169,0.000349,0.000806,0,20
2016Q3,San Onofre,Cesium-137,-0.0000365,0.0000345,0.0000792,0,200
2016Q3,San Onofre,Cerium-141,-0.0000398,0.000302,0.000704,0,800
2016Q3,San Onofre,Cerium-144,-0.000061,0.0002,0.000454,0,20
2016Q3,San Diego,Beryllium-7,0.104,0.00819,0.00401,0.000173333,30000
2016Q3,San Diego,Potassium-40,-0.00168,0.00165,0.00396,0,600
2016Q3,San Diego,Niobium-95,0.000106,0.000248,0.000575,0,2000
2016Q3,San Diego,Zirconium-95,-0.0000818,0.000197,0.000411,0,400
2016Q3,San Diego,Ruthenium-103,-0.00024,0.000196,0.00041,0,900
2016Q3,San Diego,Ruthenium-106,0.0000582,0.000384,0.000884,0,20
2016Q3,San Diego,Cesium-137,0.0000147,0.000037,0.0000865,0,200
2016Q3,San Diego,Cerium-141,-0.0000847,0.000388,0.000838,0,800
2016Q3,San Diego,Cerium-144,0.0000606,0.000248,0.000547,0,20
